sale_id,date_id,customer_id,product_id,store_id,promotion_id,quantity,unit_price,discount_pct,discount_amount,gross_revenue,net_revenue,unit_cost,cogs,gross_profit,is_return,order_channel
SLS000067,20231216,CUST00343,PRD0072,STR004,PROMO003,2,359.86,0.1,71.97,719.72,647.75,189.89,379.78,267.97,FALSE,In-Store
SLS000068,20240424,CUST00059,PRD0008,STR004,PROMO008,1,182.18,0.1,18.22,182.18,163.96,101.48,101.48,62.48,FALSE,In-Store
SLS000069,20241114,CUST00466,PRD0023,STR006,PROMO004,2,168.49,0.2,67.4,336.98,269.58,99.84,199.68,69.9,FALSE,In-Store
SLS000070,20240716,CUST00499,PRD0082,STR007,PROMO008,2,243.2,0.1,48.64,486.4,437.76,141.96,283.92,153.84,FALSE,In-Store
SLS000071,20250211,CUST00271,PRD0062,STR001,PROMO004,2,452.19,0.2,180.88,904.38,723.5,227.27,454.54,268.96,FALSE,Online
SLS000072,20240119,CUST00459,PRD0063,STR007,PROMO001,3,189.98,0.0,0.0,569.94,569.94,102.69,308.07,261.87,FALSE,In-Store
SLS000073,20250512,CUST00393,PRD0094,STR007,PROMO006,2,64.1,0.25,32.05,128.2,96.15,25.0,50.0,46.15,FALSE,In-Store
SLS000074,20231205,CUST00047,PRD0011,STR006,PROMO010,3,222.06,0.08,53.29,666.18,612.89,127.97,383.91,228.98,FALSE,In-Store
SLS000075,20230630,CUST00442,PRD0085,STR002,PROMO010,3,50.41,0.08,12.1,151.23,139.13,26.85,80.55,58.58,FALSE,Mobile
SLS000076,20240509,CUST00260,PRD0088,STR001,PROMO004,3,303.61,0.2,182.17,910.83,728.66,113.33,339.99,388.67,FALSE,Online
SLS000077,20250601,CUST00122,PRD0028,STR004,PROMO008,2,413.35,0.1,82.67,826.7,744.03,212.12,424.24,319.79,FALSE,In-Store
SLS000078,20230721,CUST00284,PRD0010,STR007,PROMO007,2,198.31,0.15,59.49,396.62,337.13,93.99,187.98,149.15,FALSE,In-Store
SLS000079,20251029,CUST00078,PRD0007,STR006,PROMO012,1,459.25,0.12,55.11,459.25,404.14,191.96,191.96,212.18,FALSE,In-Store
SLS000080,20240315,CUST00196,PRD0048,STR005,PROMO002,3,59.4,0.15,26.73,178.2,151.47,23.77,71.31,80.16,TRUE,In-Store
SLS000081,20240824,CUST00366,PRD0020,STR010,PROMO010,2,440.33,0.08,70.45,880.66,810.21,228.83,457.66,352.55,FALSE,In-Store
SLS000082,20250615,CUST00229,PRD0096,STR009,PROMO008,5,121.6,0.1,60.8,608.0,547.2,57.13,285.65,261.55,TRUE,In-Store
SLS000083,20240304,CUST00006,PRD0056,STR003,PROMO008,3,189.08,0.1,56.72,567.24,510.52,108.83,326.49,184.03,FALSE,Marketplace
SLS000084,20241111,CUST00336,PRD0050,STR004,PROMO007,2,365.56,0.15,109.67,731.12,621.45,153.34,306.68,314.77,FALSE,In-Store
SLS000085,20250411,CUST00172,PRD0066,STR007,PROMO012,4,332.48,0.12,159.59,1329.92,1170.33,175.39,701.56,468.77,TRUE,In-Store
SLS000086,20250803,CUST00267,PRD0082,STR010,PROMO005,2,243.2,0.12,58.37,486.4,428.03,141.96,283.92,144.11,FALSE,In-Store
SLS000087,20250525,CUST00487,PRD0087,STR005,PROMO008,2,423.25,0.1,84.65,846.5,761.85,150.55,301.1,460.75,FALSE,In-Store
SLS000088,20230215,CUST00077,PRD0091,STR005,PROMO008,5,58.03,0.1,29.02,290.15,261.13,30.77,153.85,107.28,FALSE,In-Store
SLS000089,20230604,CUST00292,PRD0091,STR003,PROMO001,3,58.03,0.0,0.0,174.09,174.09,30.77,92.31,81.78,FALSE,Marketplace
SLS000090,20230511,CUST00132,PRD0075,STR001,PROMO011,2,157.92,0.18,56.85,315.84,258.99,76.3,152.6,106.39,FALSE,Online
SLS000091,20230719,CUST00299,PRD0047,STR004,PROMO007,2,55.28,0.15,16.58,110.56,93.98,21.74,43.48,50.5,FALSE,In-Store
SLS000092,20240503,CUST00481,PRD0009,STR002,PROMO007,4,473.46,0.15,284.08,1893.84,1609.76,191.65,766.6,843.16,FALSE,Mobile
SLS000093,20240818,CUST00112,PRD0011,STR006,PROMO012,1,222.06,0.12,26.65,222.06,195.41,127.97,127.97,67.44,FALSE,In-Store
SLS000094,20250209,CUST00278,PRD0056,STR002,PROMO005,4,189.08,0.12,90.76,756.32,665.56,108.83,435.32,230.24,FALSE,Mobile
SLS000095,20241008,CUST00361,PRD0018,STR010,PROMO001,1,60.49,0.0,0.0,60.49,60.49,25.63,25.63,34.86,FALSE,In-Store
SLS000096,20240709,CUST00290,PRD0050,STR009,PROMO011,3,365.56,0.18,197.4,1096.68,899.28,153.34,460.02,439.26,FALSE,In-Store
SLS000097,20241006,CUST00366,PRD0022,STR001,PROMO004,1,415.86,0.2,83.17,415.86,332.69,175.03,175.03,157.66,FALSE,Online
SLS000098,20240126,CUST00224,PRD0097,STR002,PROMO010,3,165.97,0.08,39.83,497.91,458.08,99.56,298.68,159.4,FALSE,Mobile
SLS000099,20250613,CUST00356,PRD0078,STR006,PROMO004,4,354.85,0.2,283.88,1419.4,1135.52,144.69,578.76,556.76,TRUE,In-Store
SLS000100,20240927,CUST00209,PRD0054,STR008,PROMO009,1,244.95,0.22,53.89,244.95,191.06,121.9,121.9,69.16,FALSE,In-Store
SLS000101,20230123,CUST00433,PRD0076,STR007,PROMO002,2,399.26,0.15,119.78,798.52,678.74,169.19,338.38,340.36,FALSE,In-Store
SLS000102,20250127,CUST00105,PRD0016,STR005,PROMO004,1,420.42,0.2,84.08,420.42,336.34,162.82,162.82,173.52,FALSE,In-Store
SLS000103,20230424,CUST00219,PRD0058,STR008,PROMO002,2,340.81,0.15,102.24,681.62,579.38,170.56,341.12,238.26,FALSE,In-Store
SLS000104,20230918,CUST00261,PRD0006,STR003,PROMO011,1,421.34,0.18,75.84,421.34,345.5,236.98,236.98,108.52,FALSE,Marketplace
SLS000105,20250712,CUST00487,PRD0079,STR006,PROMO012,2,496.36,0.12,119.13,992.72,873.59,228.28,456.56,417.03,FALSE,In-Store
SLS000106,20251009,CUST00002,PRD0037,STR009,PROMO010,3,337.62,0.08,81.03,1012.86,931.83,134.32,402.96,528.87,FALSE,In-Store
SLS000107,20230916,CUST00460,PRD0005,STR007,PROMO008,2,45.21,0.1,9.04,90.42,81.38,26.01,52.02,29.36,FALSE,In-Store
SLS000108,20241225,CUST00303,PRD0083,STR005,PROMO011,4,414.89,0.18,298.72,1659.56,1360.84,214.72,858.88,501.96,FALSE,In-Store
SLS000109,20240512,CUST00175,PRD0070,STR003,PROMO011,1,77.36,0.18,13.92,77.36,63.44,35.77,35.77,27.67,FALSE,Marketplace
SLS000110,20241015,CUST00491,PRD0029,STR006,PROMO003,2,315.73,0.1,63.15,631.46,568.31,179.95,359.9,208.41,FALSE,In-Store
SLS000111,20250616,CUST00399,PRD0028,STR005,PROMO002,2,413.35,0.15,124.0,826.7,702.7,212.12,424.24,278.46,FALSE,In-Store
SLS000112,20240629,CUST00220,PRD0086,STR009,PROMO002,5,132.21,0.15,99.16,661.05,561.89,68.81,344.05,217.84,FALSE,In-Store
SLS000113,20231113,CUST00413,PRD0062,STR002,PROMO006,1,452.19,0.25,113.05,452.19,339.14,227.27,227.27,111.87,FALSE,Mobile
SLS000114,20250821,CUST00379,PRD0015,STR001,PROMO009,5,201.22,0.22,221.34,1006.1,784.76,114.88,574.4,210.36,FALSE,Online
SLS000115,20251007,CUST00234,PRD0016,STR009,PROMO012,5,420.42,0.12,252.25,2102.1,1849.85,162.82,814.1,1035.75,FALSE,In-Store
SLS000116,20251024,CUST00036,PRD0024,STR006,PROMO004,2,377.12,0.2,150.85,754.24,603.39,179.54,359.08,244.31,FALSE,In-Store
SLS000117,20241030,CUST00490,PRD0025,STR010,PROMO005,4,375.79,0.12,180.38,1503.16,1322.78,218.42,873.68,449.1,FALSE,In-Store
SLS000118,20230717,CUST00411,PRD0006,STR008,PROMO002,3,421.34,0.15,189.6,1264.02,1074.42,236.98,710.94,363.48,TRUE,In-Store
SLS000119,20231229,CUST00374,PRD0091,STR001,PROMO005,5,58.03,0.12,34.82,290.15,255.33,30.77,153.85,101.48,FALSE,Online
SLS000120,20240526,CUST00432,PRD0062,STR005,PROMO005,5,452.19,0.12,271.31,2260.95,1989.64,227.27,1136.35,853.29,FALSE,In-Store
SLS000121,20231013,CUST00474,PRD0054,STR010,PROMO005,2,244.95,0.12,58.79,489.9,431.11,121.9,243.8,187.31,FALSE,In-Store
SLS000122,20230626,CUST00362,PRD0087,STR004,PROMO004,1,423.25,0.2,84.65,423.25,338.6,150.55,150.55,188.05,FALSE,In-Store
SLS000123,20250507,CUST00127,PRD0001,STR006,PROMO011,3,401.56,0.18,216.84,1204.68,987.84,164.69,494.07,493.77,FALSE,In-Store
SLS000124,20230319,CUST00007,PRD0090,STR006,PROMO003,2,40.58,0.1,8.12,81.16,73.04,18.5,37.0,36.04,FALSE,In-Store
SLS000125,20251029,CUST00478,PRD0063,STR002,PROMO003,1,189.98,0.1,19.0,189.98,170.98,102.69,102.69,68.29,FALSE,Mobile
SLS000126,20240702,CUST00418,PRD0049,STR004,PROMO004,5,466.54,0.2,466.54,2332.7,1866.16,279.63,1398.15,468.01,FALSE,In-Store
SLS000127,20240125,CUST00442,PRD0048,STR004,PROMO002,3,59.4,0.15,26.73,178.2,151.47,23.77,71.31,80.16,FALSE,In-Store
SLS000128,20230729,CUST00195,PRD0063,STR003,PROMO003,3,189.98,0.1,56.99,569.94,512.95,102.69,308.07,204.88,FALSE,Marketplace
SLS000129,20240212,CUST00071,PRD0100,STR008,PROMO006,1,100.42,0.25,25.11,100.42,75.31,47.68,47.68,27.63,FALSE,In-Store
SLS000130,20230329,CUST00296,PRD0016,STR010,PROMO007,4,420.42,0.15,252.25,1681.68,1429.43,162.82,651.28,778.15,FALSE,In-Store
SLS000131,20231015,CUST00301,PRD0099,STR003,PROMO001,2,156.15,0.0,0.0,312.3,312.3,71.56,143.12,169.18,FALSE,Marketplace
SLS000132,20230125,CUST00463,PRD0010,STR009,PROMO001,3,198.31,0.0,0.0,594.93,594.93,93.99,281.97,312.96,FALSE,In-Store
SLS000133,20240409,CUST00246,PRD0094,STR005,PROMO009,2,64.1,0.22,28.2,128.2,100.0,25.0,50.0,50.0,FALSE,In-Store
SLS000134,20250215,CUST00005,PRD0076,STR008,PROMO008,5,399.26,0.1,199.63,1996.3,1796.67,169.19,845.95,950.72,FALSE,In-Store
SLS000135,20250119,CUST00300,PRD0050,STR001,PROMO004,3,365.56,0.2,219.34,1096.68,877.34,153.34,460.02,417.32,FALSE,Online
SLS000136,20230609,CUST00393,PRD0044,STR001,PROMO006,3,149.24,0.25,111.93,447.72,335.79,77.63,232.89,102.9,FALSE,Online
SLS000137,20250511,CUST00487,PRD0097,STR009,PROMO005,5,165.97,0.12,99.58,829.85,730.27,99.56,497.8,232.47,FALSE,In-Store
SLS000138,20251014,CUST00295,PRD0052,STR006,PROMO003,2,284.45,0.1,56.89,568.9,512.01,124.5,249.0,263.01,FALSE,In-Store
SLS000139,20240126,CUST00033,PRD0027,STR003,PROMO005,4,294.07,0.12,141.15,1176.28,1035.13,165.86,663.44,371.69,FALSE,Marketplace
SLS000140,20250602,CUST00229,PRD0014,STR007,PROMO010,1,380.42,0.08,30.43,380.42,349.99,155.96,155.96,194.03,FALSE,In-Store
SLS000141,20251218,CUST00007,PRD0084,STR010,PROMO009,3,439.66,0.22,290.18,1318.98,1028.8,201.31,603.93,424.87,FALSE,In-Store
SLS000142,20231222,CUST00077,PRD0029,STR010,PROMO006,1,315.73,0.25,78.93,315.73,236.8,179.95,179.95,56.85,FALSE,In-Store
SLS000143,20240823,CUST00076,PRD0050,STR006,PROMO009,1,365.56,0.22,80.42,365.56,285.14,153.34,153.34,131.8,FALSE,In-Store
SLS000144,20251115,CUST00114,PRD0049,STR007,PROMO010,2,466.54,0.08,74.65,933.08,858.43,279.63,559.26,299.17,FALSE,In-Store
SLS000145,20240124,CUST00434,PRD0063,STR007,PROMO007,1,189.98,0.15,28.5,189.98,161.48,102.69,102.69,58.79,FALSE,In-Store
SLS000146,20240412,CUST00309,PRD0076,STR010,PROMO003,4,399.26,0.1,159.7,1597.04,1437.34,169.19,676.76,760.58,FALSE,In-Store
SLS000147,20230618,CUST00376,PRD0067,STR010,PROMO010,2,354.78,0.08,56.76,709.56,652.8,195.39,390.78,262.02,FALSE,In-Store
SLS000148,20240810,CUST00432,PRD0027,STR002,PROMO012,3,294.07,0.12,105.87,882.21,776.34,165.86,497.58,278.76,FALSE,Mobile
SLS000149,20240617,CUST00173,PRD0048,STR004,PROMO011,5,59.4,0.18,53.46,297.0,243.54,23.77,118.85,124.69,FALSE,In-Store
SLS000150,20230215,CUST00414,PRD0042,STR008,PROMO008,1,404.33,0.1,40.43,404.33,363.9,189.3,189.3,174.6,TRUE,In-Store
SLS000151,20240312,CUST00115,PRD0095,STR006,PROMO012,4,94.93,0.12,45.57,379.72,334.15,40.5,162.0,172.15,FALSE,In-Store
SLS000152,20240925,CUST00389,PRD0074,STR008,PROMO009,3,402.17,0.22,265.43,1206.51,941.08,232.8,698.4,242.68,FALSE,In-Store
SLS000153,20230704,CUST00131,PRD0019,STR010,PROMO001,4,18.96,0.0,0.0,75.84,75.84,6.8,27.2,48.64,FALSE,In-Store
SLS000154,20240812,CUST00173,PRD0025,STR008,PROMO012,4,375.79,0.12,180.38,1503.16,1322.78,218.42,873.68,449.1,FALSE,In-Store
SLS000155,20230620,CUST00482,PRD0002,STR004,PROMO005,2,476.98,0.12,114.48,953.96,839.48,184.29,368.58,470.9,TRUE,In-Store
SLS000156,20241011,CUST00407,PRD0045,STR008,PROMO010,2,454.14,0.08,72.66,908.28,835.62,226.81,453.62,382.0,FALSE,In-Store
SLS000157,20250705,CUST00113,PRD0033,STR009,PROMO011,3,337.53,0.18,182.27,1012.59,830.32,164.6,493.8,336.52,FALSE,In-Store
SLS000158,20251216,CUST00353,PRD0069,STR002,PROMO001,1,343.9,0.0,0.0,343.9,343.9,177.76,177.76,166.14,FALSE,Mobile
SLS000159,20251126,CUST00267,PRD0006,STR007,PROMO008,2,421.34,0.1,84.27,842.68,758.41,236.98,473.96,284.45,FALSE,In-Store
SLS000160,20230911,CUST00430,PRD0024,STR001,PROMO006,1,377.12,0.25,94.28,377.12,282.84,179.54,179.54,103.3,FALSE,Online
SLS000161,20230215,CUST00020,PRD0030,STR002,PROMO002,5,313.88,0.15,235.41,1569.4,1333.99,145.16,725.8,608.19,FALSE,Mobile
SLS000162,20250322,CUST00240,PRD0094,STR008,PROMO009,2,64.1,0.22,28.2,128.2,100.0,25.0,50.0,50.0,FALSE,In-Store
SLS000163,20230702,CUST00313,PRD0046,STR002,PROMO001,1,70.34,0.0,0.0,70.34,70.34,25.46,25.46,44.88,FALSE,Mobile
SLS000164,20240527,CUST00485,PRD0014,STR001,PROMO007,1,380.42,0.15,57.06,380.42,323.36,155.96,155.96,167.4,FALSE,Online
SLS000165,20231005,CUST00229,PRD0025,STR010,PROMO007,2,375.79,0.15,112.74,751.58,638.84,218.42,436.84,202.0,FALSE,In-Store
SLS000166,20230514,CUST00297,PRD0001,STR001,PROMO010,2,401.56,0.08,64.25,803.12,738.87,164.69,329.38,409.49,FALSE,Online
SLS000167,20240521,CUST00493,PRD0084,STR009,PROMO007,1,439.66,0.15,65.95,439.66,373.71,201.31,201.31,172.4,FALSE,In-Store
SLS000168,20250730,CUST00054,PRD0008,STR005,PROMO001,5,182.18,0.0,0.0,910.9,910.9,101.48,507.4,403.5,FALSE,In-Store
SLS000169,20230429,CUST00327,PRD0042,STR008,PROMO006,4,404.33,0.25,404.33,1617.32,1212.99,189.3,757.2,455.79,FALSE,In-Store
SLS000170,20240924,CUST00299,PRD0072,STR003,PROMO010,1,359.86,0.08,28.79,359.86,331.07,189.89,189.89,141.18,FALSE,Marketplace
SLS000171,20251129,CUST00409,PRD0070,STR005,PROMO009,1,77.36,0.22,17.02,77.36,60.34,35.77,35.77,24.57,FALSE,In-Store
SLS000172,20230225,CUST00145,PRD0094,STR001,PROMO009,2,64.1,0.22,28.2,128.2,100.0,25.0,50.0,50.0,FALSE,Online
SLS000173,20240524,CUST00080,PRD0091,STR007,PROMO012,5,58.03,0.12,34.82,290.15,255.33,30.77,153.85,101.48,FALSE,In-Store
SLS000174,20230401,CUST00496,PRD0072,STR008,PROMO012,3,359.86,0.12,129.55,1079.58,950.03,189.89,569.67,380.36,FALSE,In-Store
SLS000175,20250112,CUST00140,PRD0054,STR008,PROMO009,3,244.95,0.22,161.67,734.85,573.18,121.9,365.7,207.48,FALSE,In-Store
SLS000176,20230702,CUST00342,PRD0066,STR010,PROMO005,5,332.48,0.12,199.49,1662.4,1462.91,175.39,876.95,585.96,FALSE,In-Store
SLS000177,20230925,CUST00244,PRD0072,STR008,PROMO001,4,359.86,0.0,0.0,1439.44,1439.44,189.89,759.56,679.88,FALSE,In-Store
SLS000178,20231017,CUST00291,PRD0067,STR003,PROMO006,3,354.78,0.25,266.08,1064.34,798.26,195.39,586.17,212.09,TRUE,Marketplace
SLS000179,20250607,CUST00425,PRD0047,STR004,PROMO001,3,55.28,0.0,0.0,165.84,165.84,21.74,65.22,100.62,FALSE,In-Store
SLS000180,20250429,CUST00439,PRD0092,STR002,PROMO008,3,73.41,0.1,22.02,220.23,198.21,37.74,113.22,84.99,FALSE,Mobile
