product_id,sku,product_name,category,unit_price,is_subscription,in_stock,avg_rating,review_count,weight_kg,created_date
PRD0072,SKU-52213,Advanced Services Tool 2,Services,4048.76,FALSE,FALSE,2.8,186,0.0,2020-04-08
PRD0073,SKU-46057,Basic Support Suite 4,Support,8929.9,TRUE,TRUE,2.6,358,0.0,2023-01-14
PRD0074,SKU-16193,Basic Support Suite 8,Support,8151.7,TRUE,TRUE,3.0,137,0.0,2024-08-20
PRD0075,SKU-79845,Enterprise Consulting Tool 8,Consulting,1538.42,FALSE,TRUE,2.0,430,0.0,2024-10-26
PRD0076,SKU-21798,Advanced Services Tool 3,Services,3336.07,TRUE,TRUE,3.1,274,0.0,2020-08-17
PRD0077,SKU-35316,Enterprise Software Tool 2,Software,3319.67,TRUE,TRUE,1.4,471,0.0,2022-01-17
PRD0078,SKU-11508,Advanced Consulting Suite 2,Consulting,6753.93,FALSE,TRUE,4.3,279,0.0,2024-10-27
PRD0079,SKU-53156,Advanced Training Suite 2,Training,6130.82,TRUE,FALSE,4.8,291,0.0,2020-05-01
PRD0080,SKU-18521,Advanced Services Suite 4,Services,718.58,FALSE,TRUE,3.0,350,0.0,2022-10-31
PRD0081,SKU-74816,Basic Hardware Tool 8,Hardware,1435.65,TRUE,FALSE,3.8,441,14.25,2023-04-21
PRD0082,SKU-20208,Pro Hardware Tool 2,Hardware,8127.45,TRUE,FALSE,4.7,118,8.63,2020-09-12
PRD0083,SKU-61938,Advanced Hardware Tool 6,Hardware,467.74,FALSE,TRUE,2.6,223,13.14,2021-10-10
PRD0084,SKU-40925,Lite Hardware Suite 8,Hardware,8697.51,TRUE,TRUE,2.7,457,3.03,2020-08-16
PRD0085,SKU-63559,Enterprise Consulting Tool 8,Consulting,651.13,TRUE,FALSE,3.2,87,0.0,2024-12-02
PRD0086,SKU-83645,Advanced Support Suite 2,Support,6416.55,FALSE,TRUE,3.2,314,0.0,2022-01-27
PRD0087,SKU-42657,Pro Hardware Tool 2,Hardware,5450.69,TRUE,FALSE,3.7,160,5.54,2020-09-01
PRD0088,SKU-91919,Pro Training Tool 5,Training,9756.7,FALSE,TRUE,4.4,431,0.0,2024-07-13
PRD0089,SKU-46035,Advanced Services Tool 4,Services,8399.52,FALSE,TRUE,4.7,145,0.0,2023-11-03
PRD0090,SKU-20596,Enterprise Support Tool 1,Support,5796.19,TRUE,TRUE,2.0,32,0.0,2023-03-25
PRD0091,SKU-47939,Basic Services Suite 5,Services,7997.67,FALSE,FALSE,4.2,349,0.0,2021-03-18
PRD0092,SKU-23266,Lite Training Suite 7,Training,3557.61,TRUE,TRUE,3.0,32,0.0,2024-07-20
PRD0093,SKU-41815,Advanced Support Tool 1,Support,9210.83,FALSE,TRUE,2.1,36,0.0,2021-04-03
PRD0094,SKU-57832,Pro Services Suite 5,Services,8807.67,TRUE,TRUE,2.9,101,0.0,2022-04-26
PRD0095,SKU-88578,Pro Software Suite 4,Software,2699.99,FALSE,TRUE,3.0,20,0.0,2022-01-12
PRD0096,SKU-44111,Basic Services Suite 3,Services,8134.35,FALSE,FALSE,4.6,34,0.0,2021-10-09
PRD0097,SKU-75052,Enterprise Training Tool 7,Training,5795.49,TRUE,TRUE,3.3,428,0.0,2023-10-24
PRD0098,SKU-80753,Lite Training Suite 2,Training,3112.23,TRUE,FALSE,3.8,55,0.0,2020-03-26
PRD0099,SKU-64674,Advanced Services Tool 3,Services,3658.46,FALSE,FALSE,2.2,249,0.0,2022-10-26
PRD0100,SKU-46717,Enterprise Support Suite 9,Support,9260.43,FALSE,FALSE,4.6,51,0.0,2022-11-24
PRD0101,SKU-30990,Advanced Support Suite 2,Support,8497.88,TRUE,FALSE,1.2,323,0.0,2022-11-04
PRD0102,SKU-73774,Enterprise Support Suite 1,Support,6940.63,TRUE,TRUE,5.0,75,0.0,2023-07-27
PRD0103,SKU-59209,Pro Consulting Tool 1,Consulting,6919.78,FALSE,FALSE,3.3,468,0.0,2020-09-01
PRD0104,SKU-17353,Lite Support Tool 5,Support,9432.94,FALSE,FALSE,3.4,405,0.0,2023-07-12
PRD0105,SKU-26674,Enterprise Hardware Suite 3,Hardware,6062.57,TRUE,TRUE,4.8,186,19.53,2020-11-02
PRD0106,SKU-62908,Pro Consulting Tool 2,Consulting,5266.64,TRUE,TRUE,2.4,419,0.0,2021-08-12
PRD0107,SKU-31195,Enterprise Consulting Suite 6,Consulting,1137.26,FALSE,TRUE,2.2,469,0.0,2023-01-23
PRD0108,SKU-75477,Basic Support Suite 5,Support,5759.73,FALSE,TRUE,3.6,473,0.0,2023-04-18
PRD0109,SKU-27107,Basic Hardware Tool 8,Hardware,5310.7,FALSE,TRUE,3.4,392,10.21,2022-06-18
PRD0110,SKU-55050,Pro Hardware Suite 2,Hardware,6772.74,TRUE,FALSE,3.5,116,3.88,2024-03-08
PRD0111,SKU-35883,Basic Support Tool 5,Support,698.34,FALSE,FALSE,4.1,180,0.0,2021-11-02
PRD0112,SKU-22508,Enterprise Support Suite 9,Support,3175.54,FALSE,TRUE,2.2,328,0.0,2024-10-05
PRD0113,SKU-97452,Enterprise Consulting Tool 9,Consulting,9145.02,FALSE,TRUE,4.2,393,0.0,2024-03-28
PRD0114,SKU-86852,Lite Services Suite 7,Services,3801.68,FALSE,TRUE,1.3,438,0.0,2021-07-28
PRD0115,SKU-98300,Enterprise Software Tool 8,Software,5515.74,FALSE,FALSE,4.7,47,0.0,2024-03-21
PRD0116,SKU-46662,Advanced Support Tool 6,Support,2049.49,TRUE,FALSE,2.7,354,0.0,2020-09-09
PRD0117,SKU-96817,Lite Software Tool 3,Software,1363.31,TRUE,FALSE,4.8,221,0.0,2021-12-01
PRD0118,SKU-19607,Advanced Hardware Tool 9,Hardware,2866.64,FALSE,TRUE,4.5,132,16.11,2021-04-08
PRD0119,SKU-65515,Enterprise Consulting Suite 5,Consulting,6939.34,FALSE,TRUE,2.3,217,0.0,2023-09-14
PRD0120,SKU-34931,Pro Services Suite 5,Services,3408.4,TRUE,FALSE,1.6,108,0.0,2023-11-25
PRD0121,SKU-39733,Advanced Consulting Tool 3,Consulting,1893.28,TRUE,TRUE,4.5,176,0.0,2021-09-26
PRD0122,SKU-34646,Enterprise Hardware Tool 9,Hardware,2447.74,FALSE,TRUE,4.8,107,10.9,2023-03-09
PRD0123,SKU-49873,Enterprise Services Suite 7,Services,3034.52,TRUE,TRUE,3.6,119,0.0,2020-03-19
PRD0124,SKU-69564,Advanced Training Tool 9,Training,8298.76,TRUE,FALSE,1.2,337,0.0,2024-06-07
PRD0125,SKU-61543,Pro Support Suite 2,Support,2616.49,TRUE,TRUE,3.1,137,0.0,2022-11-24
PRD0126,SKU-60586,Pro Consulting Tool 1,Consulting,2039.52,TRUE,FALSE,2.7,25,0.0,2022-08-15
PRD0127,SKU-76178,Enterprise Support Suite 6,Support,9633.92,FALSE,TRUE,2.5,456,0.0,2020-12-21
PRD0128,SKU-80239,Enterprise Hardware Tool 1,Hardware,3083.32,FALSE,FALSE,3.5,205,2.52,2023-02-23
PRD0129,SKU-10754,Advanced Software Tool 6,Software,9443.61,TRUE,TRUE,1.1,98,0.0,2021-05-29
PRD0130,SKU-51765,Advanced Consulting Tool 2,Consulting,2789.75,FALSE,TRUE,4.8,36,0.0,2024-06-26
PRD0131,SKU-12919,Enterprise Hardware Suite 7,Hardware,1472.27,TRUE,FALSE,4.2,234,2.21,2022-02-27
PRD0132,SKU-77814,Lite Hardware Tool 2,Hardware,1536.64,FALSE,FALSE,1.6,340,8.06,2024-11-14
PRD0133,SKU-59663,Pro Software Tool 1,Software,3849.52,FALSE,FALSE,4.2,429,0.0,2024-12-12
PRD0134,SKU-66812,Lite Hardware Tool 9,Hardware,5062.32,TRUE,FALSE,3.3,204,4.44,2020-03-30
PRD0135,SKU-91754,Enterprise Consulting Suite 2,Consulting,3255.23,FALSE,TRUE,3.2,288,0.0,2024-01-24
PRD0136,SKU-13263,Lite Hardware Suite 2,Hardware,7602.79,TRUE,FALSE,3.1,402,13.53,2024-02-06
PRD0137,SKU-60744,Lite Hardware Suite 6,Hardware,1187.53,TRUE,TRUE,1.9,67,18.59,2023-07-26
PRD0138,SKU-20781,Pro Training Tool 2,Training,4330.34,TRUE,TRUE,1.9,211,0.0,2020-09-14
PRD0139,SKU-92441,Pro Consulting Suite 2,Consulting,8276.87,FALSE,FALSE,2.6,164,0.0,2023-02-15
PRD0140,SKU-98823,Advanced Services Tool 1,Services,5770.17,FALSE,FALSE,3.7,303,0.0,2022-05-11
PRD0141,SKU-55990,Advanced Training Suite 1,Training,247.81,TRUE,FALSE,3.9,436,0.0,2021-02-20
PRD0142,SKU-60583,Enterprise Software Tool 2,Software,5452.59,TRUE,TRUE,3.7,411,0.0,2020-03-21
PRD0143,SKU-89041,Enterprise Services Suite 8,Services,2577.67,TRUE,TRUE,2.9,363,0.0,2023-12-06
PRD0144,SKU-34501,Basic Software Tool 6,Software,8430.74,FALSE,TRUE,1.0,374,0.0,2020-09-23
PRD0145,SKU-96920,Enterprise Training Suite 5,Training,3322.09,TRUE,TRUE,3.9,106,0.0,2024-08-18
PRD0146,SKU-11783,Enterprise Software Suite 3,Software,9620.74,FALSE,FALSE,3.6,58,0.0,2022-02-07
PRD0147,SKU-22908,Basic Hardware Suite 3,Hardware,1697.37,FALSE,TRUE,2.7,166,17.74,2021-08-29
PRD0148,SKU-85462,Lite Training Suite 1,Training,9210.55,TRUE,TRUE,3.9,151,0.0,2022-05-05
PRD0149,SKU-71478,Advanced Software Tool 1,Software,3483.71,FALSE,FALSE,2.7,1,0.0,2020-07-23
PRD0150,SKU-99798,Advanced Training Suite 3,Training,8055.03,TRUE,TRUE,3.5,308,0.0,2024-06-11
PRD0151,SKU-24741,Advanced Training Suite 2,Training,1038.13,TRUE,TRUE,4.3,147,0.0,2021-01-28
PRD0152,SKU-33835,Advanced Services Suite 5,Services,740.26,TRUE,TRUE,3.4,266,0.0,2022-12-03
PRD0153,SKU-27203,Pro Services Tool 4,Services,6870.3,FALSE,FALSE,3.7,460,0.0,2023-05-31
PRD0154,SKU-95326,Enterprise Support Suite 5,Support,1098.88,TRUE,TRUE,3.5,235,0.0,2021-05-02
PRD0155,SKU-24197,Enterprise Training Suite 2,Training,9339.23,FALSE,TRUE,2.0,276,0.0,2021-11-12
PRD0156,SKU-46999,Basic Hardware Tool 8,Hardware,1608.09,FALSE,TRUE,2.4,446,8.43,2022-02-18
PRD0157,SKU-96141,Basic Hardware Tool 5,Hardware,3983.9,FALSE,FALSE,2.7,316,16.45,2023-09-06
PRD0158,SKU-91040,Advanced Services Tool 8,Services,8010.22,TRUE,FALSE,3.2,66,0.0,2023-04-29
PRD0159,SKU-17175,Advanced Services Suite 2,Services,9682.62,TRUE,TRUE,2.5,180,0.0,2021-04-01
PRD0160,SKU-39313,Pro Software Suite 6,Software,2103.24,FALSE,TRUE,1.5,183,0.0,2024-06-26
PRD0161,SKU-10350,Basic Support Tool 9,Support,3541.73,TRUE,FALSE,2.5,391,0.0,2020-01-16
PRD0162,SKU-86584,Enterprise Services Tool 3,Services,4212.26,FALSE,TRUE,3.4,12,0.0,2020-01-30
PRD0163,SKU-83852,Pro Software Suite 5,Software,7837.23,FALSE,FALSE,3.4,486,0.0,2020-05-11
PRD0164,SKU-16015,Basic Support Suite 7,Support,8040.06,TRUE,TRUE,1.7,263,0.0,2024-04-16
PRD0165,SKU-38394,Advanced Services Suite 6,Services,7349.36,FALSE,TRUE,1.3,431,0.0,2023-11-14
PRD0166,SKU-20532,Advanced Training Suite 2,Training,6371.38,FALSE,TRUE,4.2,438,0.0,2024-11-04
PRD0167,SKU-45476,Enterprise Software Tool 4,Software,2559.3,FALSE,TRUE,4.0,469,0.0,2021-03-18
PRD0168,SKU-15958,Advanced Services Suite 6,Services,4036.79,TRUE,FALSE,4.7,443,0.0,2022-05-17
PRD0169,SKU-59451,Pro Software Suite 1,Software,6281.05,FALSE,FALSE,2.3,449,0.0,2023-08-20
PRD0170,SKU-89557,Pro Training Suite 9,Training,4892.8,FALSE,FALSE,3.8,118,0.0,2023-08-15
PRD0171,SKU-81436,Lite Consulting Suite 7,Consulting,587.34,TRUE,TRUE,1.6,230,0.0,2021-07-29
PRD0172,SKU-63626,Pro Software Tool 1,Software,7117.47,TRUE,TRUE,2.9,177,0.0,2020-03-30
PRD0173,SKU-68638,Lite Consulting Suite 3,Consulting,3387.38,TRUE,FALSE,1.8,494,0.0,2020-10-25
PRD0174,SKU-19547,Pro Services Suite 8,Services,4131.51,FALSE,TRUE,4.4,280,0.0,2024-10-25
PRD0175,SKU-31477,Enterprise Software Tool 2,Software,6956.45,TRUE,TRUE,2.3,188,0.0,2024-02-18
PRD0176,SKU-67912,Lite Software Tool 3,Software,3770.83,TRUE,FALSE,4.8,255,0.0,2023-02-13
PRD0177,SKU-92137,Lite Hardware Suite 8,Hardware,3564.17,TRUE,FALSE,1.9,457,13.77,2023-10-25
PRD0178,SKU-15105,Lite Training Suite 3,Training,9643.36,FALSE,TRUE,4.0,255,0.0,2024-01-01
PRD0179,SKU-86878,Pro Hardware Tool 1,Hardware,2091.57,FALSE,FALSE,2.5,287,10.63,2022-07-19
PRD0180,SKU-48864,Lite Training Tool 2,Training,9173.95,FALSE,FALSE,4.6,331,0.0,2020-05-22
PRD0181,SKU-53742,Advanced Software Suite 4,Software,6792.88,FALSE,TRUE,2.9,223,0.0,2024-01-21
PRD0182,SKU-72501,Pro Training Suite 8,Training,4754.27,TRUE,FALSE,4.3,282,0.0,2022-12-26
PRD0183,SKU-14558,Enterprise Consulting Tool 7,Consulting,1441.49,FALSE,FALSE,2.5,131,0.0,2024-01-28
PRD0184,SKU-90531,Pro Training Suite 9,Training,1564.88,FALSE,TRUE,1.9,346,0.0,2023-05-10
PRD0185,SKU-31292,Basic Hardware Tool 5,Hardware,8859.44,FALSE,TRUE,4.3,41,15.99,2022-06-16
PRD0186,SKU-11670,Lite Support Suite 2,Support,8439.15,FALSE,FALSE,4.6,297,0.0,2023-07-08
PRD0187,SKU-50600,Basic Services Tool 8,Services,1289.04,FALSE,FALSE,4.3,194,0.0,2021-10-11
PRD0188,SKU-91957,Basic Software Suite 2,Software,5856.38,FALSE,FALSE,1.5,343,0.0,2023-02-13
PRD0189,SKU-29742,Lite Services Suite 5,Services,7884.44,TRUE,FALSE,3.3,380,0.0,2023-10-13
PRD0190,SKU-67339,Enterprise Services Tool 5,Services,2348.67,FALSE,TRUE,3.5,489,0.0,2022-03-28
PRD0191,SKU-88981,Enterprise Consulting Suite 3,Consulting,4159.22,TRUE,FALSE,4.7,442,0.0,2020-07-05
PRD0192,SKU-72826,Advanced Support Tool 9,Support,9583.49,FALSE,TRUE,4.9,364,0.0,2024-11-18
PRD0193,SKU-53812,Pro Support Suite 8,Support,7479.82,TRUE,TRUE,3.9,449,0.0,2020-09-22
PRD0194,SKU-37215,Enterprise Software Tool 1,Software,6854.04,TRUE,FALSE,2.6,440,0.0,2020-08-21
PRD0195,SKU-25388,Pro Support Suite 4,Support,6527.31,FALSE,FALSE,1.9,306,0.0,2023-07-30
PRD0196,SKU-61288,Basic Services Suite 4,Services,5323.71,FALSE,TRUE,4.1,373,0.0,2021-01-22
PRD0197,SKU-60304,Advanced Training Tool 2,Training,7832.93,FALSE,TRUE,4.9,261,0.0,2022-03-18
PRD0198,SKU-45194,Lite Services Suite 1,Services,1804.1,TRUE,FALSE,4.9,469,0.0,2023-09-28
PRD0199,SKU-98693,Pro Services Suite 2,Services,6547.78,FALSE,FALSE,3.1,131,0.0,2021-01-24
PRD0200,SKU-29609,Lite Training Tool 4,Training,4638.85,FALSE,TRUE,1.4,39,0.0,2022-05-12
